# This file is used for mapping grib identifiers to FMI identifiers.
#
# FIELDS:
# 1) FmiParameterId
# 2) GribParameterId
# 3) ConversionFunction
#

# Minimum temperature at 2m since previous post-processing
# MINT2M-C => UNKNOWN
#1;1000000000;

# Precipitation form
# PROB-CAPE-1 => ProbabilityOfCAPE1
234;1000001051;

# Probability of reaching CAPE value 50 in EPS
# PROB-CAPE-1 => ProbabilityOfMUCAPELimit1
234;1000001318;

# Probability of reaching CAPE value 50 in EPS
# PROB-CAPE-1 => ProbabilityOfMLCAPELimit1
234;1000001325;

# Probability of reaching CAPE value 500 in EPS
# PROB-CAPE-2 => ProbabilityOfCAPE2
235;1000001052;

# Probability of reaching CAPE value 500 in EPS
# PROB-CAPE-2 => ProbabilityOfCAPE2
235;1000001052;

# Probability of reaching CAPE value 500 in EPS
# PROB-CAPE-2 => ProbabilityOfMUCAPELimit2
235;1000001319;

# Probability of reaching CAPE value 500 in EPS
# PROB-CAPE-2 => ProbabilityOfMLCAPELimit2
235;1000001326;

# Probability of reaching CAPE value 1000 in EPS
# PROB-CAPE-3 => ProbabilityOfCAPE3
236;1000001053;

# Probability of reaching CAPE value 1000 in EPS
# PROB-CAPE-3 => ProbabilityOfCAPE3
236;1000001053;

# Probability of reaching CAPE value 1000 in EPS
# PROB-CAPE-3 => ProbabilityOfMUCAPELimit3
236;1000001320;

# Probability of reaching CAPE value 1000 in EPS
# PROB-CAPE-3 => ProbabilityOfMLCAPELimit3
236;1000001327;

# Probability of reaching CAPE value 1500 in EPS
# PROB-CAPE-4 => ProbabilityOfCAPE4
237;1000001054;

# Probability of reaching CAPE value 1500 in EPS
# PROB-CAPE-4 => ProbabilityOfMUCAPELimit4
237;1000001321;

# Probability of reaching CAPE value 1500 in EPS
# PROB-CAPE-4 => ProbabilityOfMLCAPELimit4
237;1000001328;

# Probability of reaching precipitation 30 mm in 24 h in EPS
# PROB-RR24-1 => ProbabilityOfPr24Limit1
238;1000001071;

# Probability of reaching precipitation 60 mm in 24 h in EPS
# PROB-RR24-2 => ProbabilityOfPr24Limit2
239;1000001072;

# Probability of reaching precipitation 120 mm in 24 h in EPS
# PROB-RR24-3 => ProbabilityOfPr24Limit3
240;1000001073;

# Probability of reaching precipitation 70 mm in 24 h in EPS
# PROB-RR24-4 => ProbabilityOfPr24Limit4
241;1000001074;

# Probability of reaching precipitation 120 mm in 24 h in EPS
# PROB-RR24-5 => ProbabilityOfPr24Limit5
242;1000001075;

# Probability of reaching snowfall 1 mm in 6 h in EPS
# PROB-SN-1 => ProbabilityOfSn6Limit1
243;1000001081;

# Probability of reaching snowfall 1 mm in 6 h in EPS
# PROB-SN-1 => ProbabilityOfSnLimit1
243;1000001363;

# Probability of reaching snowfall 5 mm in 6 h in EPS
# PROB-SN-2 => ProbabilityOfSn6Limit2
244;1000001082;

# Probability of reaching snowfall 5 mm in 6 h in EPS
# PROB-SN-2 => ProbabilityOfSnLimit2
244;1000001364;

# Probability of reaching snowfall 10 mm in 6 h in EPS
# PROB-SN-3 => ProbabilityOfSn6Limit3
245;1000001083;

# Probability of reaching snowfall 10 mm in 6 h in EPS
# PROB-SN-3 => ProbabilityOfSnLimit3
245;1000001365;

# Probability of reaching snowfall 15 mm in 6 h in EPS
# PROB-SN-4 => ProbabilityOfSn6Limit4
246;1000001084;

# Probability of reaching snowfall 15 mm in 6 h in EPS
# PROB-SN-4 => NEWBASE-PARAMETER[1366]
246;1000001366;

# Probability of reaching snowfall 30 mm in 6 h in EPS
# PROB-SN-5 => ProbabilityOfSn6Limit5
247;1000001085;

# Probability of reaching snowfall 30 mm in 6 h in EPS
# PROB-SN-5 => NEWBASE-PARAMETER[1367]
247;1000001367;

# Probability of reaching snowfall 50 mm in 6 h in EPS
# PROB-SN-6 => ProbabilityOfSn6Limit6
248;1000001086;

# Probability of reaching snowfall 50 mm in 6 h in EPS
# PROB-SN-6 => NEWBASE-PARAMETER[1368]
248;1000001368;

