# This file is automatically generated by the 'radon2config' program. It defines FMI parameters used
# in the Radon database.
#
# Do not edit this file, because all changes will be overridden.
#
# FIELDS:
# 1) FmiParameterId
# 2) NewbaseParameterId
# 3) ConversionFunction
#

# Minimum temperature at 2m since previous post-processing
# MINT2M-C => UNKNOWN
263;1076;MUL{$,100.000000}

# Probability of reaching precipitation 5 mm in 24 h in EPS
# PROB-RR24-7 => NEWBASE-PARAMETER[1077]
264;1077;MUL{$,100.000000}

# Probability of reaching precipitation 0.3 mm in 12 h in EPS
# PROB-RR12-1 => CyanosSumChange
265;1101;MUL{$,100.000000}

# Probability of reaching precipitation 4.5 mm in 12 h in EPS
# PROB-RR12-2 => CyanosSumChangeP
266;1102;MUL{$,100.000000}

# Probability of reaching precipitation 12 mm in 12 h in EPS
# PROB-RR12-3 => Reflectivity
267;1103;MUL{$,100.000000}

# Convective Cloud Amount
# NC-PRCNT => ConvectiveCloudCover
